Proporción rostro,Tamaño de ojos,Grosor de cejas,Forma de mentón,Tono de piel,Volumen de cabello,Parecido_a_Fedelobo,PC1,PC2
0.9365810715359221,0.10075159968171264,0.04697692778609515,0.4783538973360034,0.652765957134416,0.964715847264666,No,0.01861688006525292,0.02764782063794294
1.1964374118017262,0.1540340768169029,0.1673247828354139,0.3563124612837762,0.517706899508747,0.7484351023129031,No,0.1418548514965291,0.17757933694975128
1.1239127244774507,0.10945588357185564,-0.014547481177117003,0.4619314563302728,0.5141163337313563,0.9113813584826694,No,0.036420410462357396,0.1108038681674576
0.7397597527378948,0.24322195804040037,0.05493366143625093,0.6763905730110984,0.49394337095450236,0.6669577545060371,No,-0.1784877750326076,-0.2187593921083487
0.959855238160667,0.13339000197876505,0.05931425542002267,0.49935301995799874,0.6804759461608034,0.7382485940673956,No,-0.0022739730741996303,0.06608643937096571
1.0246109816523339,0.1150037292460031,0.07335527591494438,0.4267290924660893,0.32537400041380365,0.7189419418653358,No,0.0729612961532133,-0.07120846356701432
1.2182595688805617,0.17051221072514858,0.06087233033618462,0.07832931292070994,0.3036672407627722,0.8390433025992763,No,0.42135323852393797,0.0790063169341342
1.0325059647589925,0.15426216083658872,-0.012994009531260786,0.8100505557986644,0.25566247654576446,0.6770683759971567,No,-0.30972317150805684,-0.10283675230854389
1.1150232786500152,0.08676893527383983,0.1233841664951382,0.6319126838225206,0.5441344564504146,0.8212152381363159,No,-0.13383039905858654,0.12101821592213155
1.1649677801327194,0.19475429167727892,0.07505646243807755,0.2557718060221943,0.4444388566471,0.8100176632535756,No,0.24281652573385926,0.11055527302823207
0.9972303902378126,0.13451507362923082,-0.010647425170409605,0.39851003504508775,0.3756180835261365,0.7843486852290863,No,0.10079405208944887,-0.06826093914331308
0.9915166182305867,0.19273563827514723,0.08469562928540036,0.2773805699498617,0.45264482629596636,0.8098903924857145,No,0.2209357162720497,-0.03084119633871051
1.0286321228023803,0.11408335870189333,0.1174469051690624,0.43680196795624865,0.3014686695553036,0.6953113801991585,No,0.06301178447748951,-0.08024423041819057
0.7317016736010129,0.17782545357098356,0.007307126001048103,0.4313898342580727,0.36179758027936343,0.8810514716987894,No,0.06734732868944539,-0.30038755108954585
0.8726672220305919,0.06895815565422596,0.04069277755117949,0.46100909097302895,0.5641279164666132,0.9398023343329376,No,0.0366669572828444,-0.07376347664869749
1.0755759727165728,0.03922485282918349,0.07718915564803366,0.5177191387775474,0.41954150175764304,0.6607267403969551,No,-0.018275418649696683,0.023003165330593874
1.0984162245260003,0.12331015923132752,0.07769901989453165,0.8909043784659753,0.5843599366948361,0.7506912393276439,No,-0.3930093654013754,0.12926492444503987
0.8171429449229214,0.13706702132177223,0.04678405518777054,0.6031352056413336,0.27238835064493044,0.745197899650402,No,-0.10337505102882502,-0.2752232984705791
0.8942900414320574,0.10985628955328128,0.122065759859042,0.5529106210065116,0.33159215536489645,0.8343576037707578,No,-0.05370510378967885,-0.179492248560055
1.247835457509734,0.13544745870348868,0.07071680290471188,0.49089865946868183,0.6203590970417018,0.8269407701210209,No,0.006743672363731358,0.2742373924058127
1.2532584143673113,0.1875382713590777,0.053744803363317536,0.5217287838628059,0.2818364745367809,0.8639781710979392,No,-0.02192413960926185,0.09501087381149684
0.9463867576352132,0.07353921774145616,0.05010046755017676,0.9742617127531373,0.5346912781408615,0.6284464502232434,No,-0.47575234142810857,-0.023953467068288894
1.0819995480060707,0.13976199997172803,0.05140106554687625,0.35868610503392606,0.6958911630937678,0.6981473473285086,No,0.1384909727717718,0.17816137658673073
1.0764342434197371,0.18604652513691122,0.03497726897966187,0.7628635113573815,0.5610642130200352,0.5407958659690864,No,-0.2645750070089335,0.10211404808643626
0.8985287559108361,0.056455303971037846,0.08571893914434413,0.4677392681846628,0.5495195358983689,0.5923609186658043,No,0.03063934933657499,-0.05409149793476812
1.0186129745511765,0.1041028734233261,0.15101356174853658,0.7407607824365203,0.32856625326762257,0.8556855022270323,No,-0.24146381192756777,-0.07741236404964243
1.1963918550973682,0.14498474957832924,0.07766878613348796,0.23255765775415105,0.568976376408043,0.8059128858434738,No,0.26536529607200726,0.2043120451849952
0.899706775545462,0.14550853680444684,0.10289125222578865,0.3745895643419907,0.5026593409795979,0.8326341716743485,Sí,0.1233510864253869,-0.08172864164471516
0.8641844666566725,-0.0042040297198827625,-0.034685067247812104,0.28126397499344885,0.46803289493199324,0.7644135127101295,No,0.21778221208694395,-0.13011467555263667
1.1820575056743883,0.0799786061062216,0.11833738278274863,0.5136171982305842,0.5788617668074131,0.9367713610148372,No,-0.015877412210819373,0.19453819252231963
1.1699205072099577,0.2007057321444962,0.10405501603899248,0.6544814608519625,0.40272897301730476,0.8149621342499314,No,-0.15567338839210965,0.09108375462919042
0.9954773935543375,0.17305879357507237,0.0775665632802029,0.6371095668988027,0.41403665144700125,0.793485734199982,No,-0.13839791405219895,-0.04925345371870125
1.078732571053907,0.11493835723253262,0.029115903908460798,0.22882299790459198,0.45452414980889644,0.831270227660212,No,0.2699164692101221,0.04272672298832205
0.9054097893214008,0.0715317136994421,0.07392542632487129,0.570668015746692,0.6040468120492725,0.8066606341482053,Sí,-0.07306768919265669,-0.022598174930756196
0.8871018279394303,0.16556981273278742,0.06996765384345023,0.5979115444562202,0.6163897490437678,0.9172831256295526,No,-0.10091841098117303,-0.03281739100932977
0.6511583141197906,0.09975830800192262,0.114901328778228,0.42169030562767196,0.4419768328685607,0.6523961895761997,No,0.07683461176957733,-0.320819634828745
